split,thread_id,source_path,thread_length,nonempty_turns,empty_turns,event_instances,event_groups,event_types,request_action_instances,deliver_action_data_instances,amend_instances,has_later_action_after_request,lexical_request_turns,lexical_commitment_turns,lexical_deadline_turns,lexical_completion_turns,lexical_cancel_turns,lexical_modify_turns,lexical_reject_turns,lexical_confirm_turns,raw_segments,raw_participant_count,raw_has_date
train,hernandez-j_inbox235,data/train/hernandez-j_inbox235.json,2,2,0,7,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,5,0,0,2,1,1,0,0,0,0,0,2,40,0
train,hernandez-j_inbox242,data/train/hernandez-j_inbox242.json,2,2,0,5,3,Deliver_Action_Data;Request_Action,3,2,0,0,2,0,0,0,0,0,0,0,2,23,0
train,hernandez-j_inbox244,data/train/hernandez-j_inbox244.json,3,3,0,6,3,Deliver_Action_Data;Request_Action,2,4,0,0,1,0,1,0,0,0,0,1,3,16,0
train,hernandez-j_inbox268,data/train/hernandez-j_inbox268.json,4,4,0,17,12,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,4,7,0,0,4,0,0,3,0,0,0,1,4,11,0
train,hernandez-j_inbox272,data/train/hernandez-j_inbox272.json,5,5,0,48,5,Deliver_Action_Data;Deliver_Data;Request_Action,2,2,0,1,3,0,1,2,0,0,0,0,5,28,0
train,hernandez-j_inbox294,data/train/hernandez-j_inbox294.json,3,2,1,2,1,Deliver_Data,0,0,0,0,1,0,0,1,1,1,0,0,3,8,0
train,hernandez-j_inbox297,data/train/hernandez-j_inbox297.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data,0,2,0,0,1,0,0,0,0,1,0,1,2,5,1
train,hernandez-j_inbox31,data/train/hernandez-j_inbox31.json,2,1,1,2,2,Deliver_Data;Request_Action,1,0,0,0,1,0,0,0,0,0,0,0,2,24,0
train,hernandez-j_inbox328,data/train/hernandez-j_inbox328.json,2,2,0,2,1,Request_Action,2,0,0,0,1,0,0,1,0,0,1,0,2,7,0
train,hernandez-j_inbox341,data/train/hernandez-j_inbox341.json,3,2,1,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,0,1,1,0,0,0,0,3,27,0
train,hernandez-j_inbox343,data/train/hernandez-j_inbox343.json,2,2,0,2,2,Deliver_Data,0,0,0,0,1,0,0,0,0,1,0,1,2,5,1
train,hernandez-j_inbox7,data/train/hernandez-j_inbox7.json,2,2,0,6,5,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,2,1,0,0,2,0,0,2,0,0,0,0,2,24,0
train,hernandez-j_inbox72,data/train/hernandez-j_inbox72.json,3,3,0,16,11,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Action_Data;Request_Data,4,6,0,0,2,0,2,0,0,1,0,0,3,8,0
train,hernandez-j_inbox87,data/train/hernandez-j_inbox87.json,2,2,0,3,3,Amend_Data;Deliver_Action_Data;Deliver_Data,0,1,1,0,2,1,0,0,0,1,0,0,2,6,0
train,hernandez-j_inbox_171,data/train/hernandez-j_inbox_171.json,2,2,0,1,1,Deliver_Action_Data,0,1,0,0,1,0,0,0,0,1,0,0,2,11,0
train,hodge-j_inbox121,data/train/hodge-j_inbox121.json,2,2,0,2,2,Deliver_Action_Data,0,2,0,0,0,0,1,1,0,0,0,1,2,6,0
train,hodge-j_inbox217,data/train/hodge-j_inbox217.json,2,1,1,2,2,Deliver_Action_Data;Deliver_Meeting_Data,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0
train,hodge-j_inbox260,data/train/hodge-j_inbox260.json,2,1,1,4,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,2,0,0,1,0,0,1,0,0,0,1,2,5,0
train,hodge-j_inbox338,data/train/hodge-j_inbox338.json,3,3,0,7,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Data,1,2,0,0,1,0,2,1,1,1,1,0,3,7,0
train,hodge-j_inbox417,data/train/hodge-j_inbox417.json,2,2,0,12,6,Deliver_Data;Request_Action;Request_Data;Request_Meeting,5,0,0,0,2,2,0,2,0,0,0,0,2,10,0
train,hodge-j_inbox424,data/train/hodge-j_inbox424.json,2,2,0,7,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,2,1,0,0,2,0,1,2,0,0,0,0,2,8,0
train,hodge-j_inbox469,data/train/hodge-j_inbox469.json,2,2,0,4,4,Deliver_Action_Data;Deliver_Data,0,2,0,0,1,1,1,1,1,1,0,1,3,5,0
train,hodge-j_inbox48,data/train/hodge-j_inbox48.json,3,3,0,6,4,Deliver_Action_Data;Request_Action,2,4,0,1,1,0,0,0,0,0,0,0,3,35,0
train,hodge-j_inbox487,data/train/hodge-j_inbox487.json,2,2,0,1,1,Deliver_Data,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0
train,hodge-j_inbox488,data/train/hodge-j_inbox488.json,3,3,0,3,3,Deliver_Data;Request_Action;Request_Data,1,0,0,0,2,2,0,2,0,1,0,0,3,7,0
train,hodge-j_inbox492,data/train/hodge-j_inbox492.json,2,2,0,4,2,Deliver_Action_Data;Request_Action,2,2,0,0,1,0,0,0,0,1,0,0,2,54,0
train,hodge-j_inbox505,data/train/hodge-j_inbox505.json,3,3,0,2,2,Deliver_Data,0,0,0,0,1,0,0,0,0,1,0,0,3,9,0
train,hodge-j_inbox521,data/train/hodge-j_inbox521.json,2,2,0,11,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,3,4,0,0,2,1,0,1,0,0,0,0,2,8,0
train,hodge-j_inbox532,data/train/hodge-j_inbox532.json,2,1,1,2,2,Amend_Meeting_Data;Request_Meeting,0,0,1,0,1,1,1,0,0,0,0,0,2,38,0
train,hodge-j_inbox546,data/train/hodge-j_inbox546.json,2,1,1,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,88,0
train,hodge-j_inbox659,data/train/hodge-j_inbox659.json,3,3,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action,1,1,0,0,2,0,1,1,1,1,2,0,3,8,0
train,hodge-j_inbox666,data/train/hodge-j_inbox666.json,2,2,0,6,2,Deliver_Action_Data;Request_Action,1,5,0,0,1,1,0,1,1,1,1,0,2,25,0
train,jones-t_inbox144,data/train/jones-t_inbox144.json,3,3,0,11,7,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,7,0,0,2,0,0,1,0,0,0,0,3,6,0
train,jones-t_inbox241,data/train/jones-t_inbox241.json,4,4,0,9,7,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data,3,3,0,0,2,0,0,1,0,0,0,1,4,8,0
train,jones-t_inbox268,data/train/jones-t_inbox268.json,6,6,0,8,7,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data;Request_Meeting,1,3,0,1,3,1,2,1,0,0,1,1,6,14,0
train,jones-t_inbox350,data/train/jones-t_inbox350.json,2,1,1,1,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,1,2,5,0
train,jones-t_inbox388,data/train/jones-t_inbox388.json,3,3,0,2,2,Deliver_Action_Data;Request_Action_Data,0,1,0,0,0,1,1,1,0,0,0,0,3,6,0
train,jones-t_inbox403,data/train/jones-t_inbox403.json,2,2,0,6,3,Deliver_Action_Data;Request_Action;Request_Data,2,3,0,0,1,2,0,1,0,0,0,0,2,6,0
train,jones-t_inbox596,data/train/jones-t_inbox596.json,5,5,0,8,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,2,3,0,1,3,2,2,0,0,0,1,0,5,14,0
train,jones-t_inbox722,data/train/jones-t_inbox722.json,2,2,0,6,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,2,0,0,2,0,0,0,0,0,0,0,2,74,0
train,jones-t_inbox753,data/train/jones-t_inbox753.json,2,2,0,4,4,Amend_Data;Deliver_Data;Request_Action,2,0,1,0,2,0,1,1,0,1,0,0,2,6,0
train,jones-t_inbox769,data/train/jones-t_inbox769.json,2,2,0,3,3,Deliver_Action_Data;Request_Action;Request_Action_Data,1,1,0,1,1,0,1,0,0,0,0,0,2,9,0
train,jones-t_inbox77,data/train/jones-t_inbox77.json,2,2,0,4,3,Deliver_Action_Data;Request_Action,1,3,0,1,2,1,0,1,0,0,0,0,2,21,0
train,jones-t_inbox852,data/train/jones-t_inbox852.json,4,3,1,3,3,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,2,1,0,1,0,0,0,0,4,11,0
train,jones-t_inbox888,data/train/jones-t_inbox888.json,4,4,0,8,6,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Action_Data;Request_Data,1,1,0,1,3,0,0,1,1,1,1,1,4,11,0
train,jones-t_inbox894,data/train/jones-t_inbox894.json,2,2,0,10,6,Amend_Data;Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action,3,1,3,0,2,1,0,2,1,2,1,1,2,5,0
train,jones-t_inbox939,data/train/jones-t_inbox939.json,3,3,0,3,3,Deliver_Action_Data;Request_Data,0,1,0,0,0,1,0,0,0,0,0,0,3,11,0
train,jones-t_inbox941,data/train/jones-t_inbox941.json,5,4,1,5,5,Deliver_Data;Request_Action;Request_Data,1,0,0,0,1,1,0,0,0,0,0,0,5,8,0
train,jones-t_inbox974,data/train/jones-t_inbox974.json,5,5,0,11,9,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data;Request_Meeting,1,6,0,1,1,1,0,1,0,1,0,0,5,8,0
train,kaminski-v_inbox114,data/train/kaminski-v_inbox114.json,2,2,0,2,2,Amend_Data;Deliver_Data,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0
train,kaminski-v_inbox116,data/train/kaminski-v_inbox116.json,2,1,1,3,1,Deliver_Data,0,0,0,0,1,0,0,1,0,0,0,0,2,6,0
train,kaminski-v_inbox121,data/train/kaminski-v_inbox121.json,2,2,0,1,1,Request_Action_Data,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0
train,kaminski-v_inbox139,data/train/kaminski-v_inbox139.json,3,2,1,7,3,Deliver_Action_Data;Request_Action,5,2,0,0,2,2,0,0,0,0,0,0,3,6,0
train,kaminski-v_inbox188,data/train/kaminski-v_inbox188.json,2,1,1,4,2,Deliver_Action_Data;Deliver_Data,0,2,0,0,0,0,0,0,0,0,0,0,2,7,0
train,kaminski-v_inbox205,data/train/kaminski-v_inbox205.json,5,5,0,12,9,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data;Request_Meeting;Request_Meeting_Data,1,2,0,0,4,1,1,0,0,0,0,0,5,14,0
train,kaminski-v_inbox21,data/train/kaminski-v_inbox21.json,2,2,0,5,5,Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,1,0,0,0,2,0,1,0,0,0,0,1,2,4,0
train,kaminski-v_inbox254,data/train/kaminski-v_inbox254.json,5,5,0,17,11,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data;Request_Meeting,4,8,0,1,3,0,1,0,0,0,1,0,5,8,0
train,kaminski-v_inbox270,data/train/kaminski-v_inbox270.json,4,4,0,7,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Meeting,1,2,0,0,3,0,0,1,0,0,0,0,4,9,0
train,kaminski-v_inbox272,data/train/kaminski-v_inbox272.json,2,2,0,11,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data;Request_Meeting,1,5,0,0,2,1,0,0,0,1,0,0,2,4,0
train,kaminski-v_inbox295,data/train/kaminski-v_inbox295.json,2,2,0,6,5,Deliver_Data;Deliver_Meeting_Data;Request_Action,1,0,0,0,2,0,1,0,0,0,0,1,2,6,0
train,kaminski-v_inbox330,data/train/kaminski-v_inbox330.json,2,2,0,5,5,Amend_Data;Deliver_Action_Data;Request_Action;Request_Meeting,2,1,1,0,1,0,1,0,0,2,0,0,2,6,0
train,kaminski-v_inbox399,data/train/kaminski-v_inbox399.json,3,3,0,8,4,Deliver_Action_Data;Request_Action;Request_Data,1,6,0,0,1,0,0,0,0,0,0,2,3,6,0
train,kaminski-v_inbox411,data/train/kaminski-v_inbox411.json,2,2,0,8,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,1,5,0,1,1,1,0,0,0,0,0,0,2,8,0
train,kaminski-v_inbox426,data/train/kaminski-v_inbox426.json,2,1,1,1,1,Deliver_Data,0,0,0,0,1,1,0,1,0,0,0,1,2,21,0
train,kaminski-v_inbox453,data/train/kaminski-v_inbox453.json,2,2,0,11,4,Deliver_Action_Data;Deliver_Data;Request_Action,2,7,0,0,1,0,0,0,0,1,0,1,2,8,0
train,kaminski-v_inbox56,data/train/kaminski-v_inbox56.json,3,3,0,4,4,Amend_Meeting_Data;Deliver_Data;Request_Meeting;Request_Meeting_Data,0,0,1,0,0,1,0,0,0,0,0,0,3,6,0
train,kaminski-v_inbox687,data/train/kaminski-v_inbox687.json,4,4,0,14,9,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,2,8,0,1,3,1,1,0,0,0,0,0,4,7,0
train,kaminski-v_inbox_111,data/train/kaminski-v_inbox_111.json,3,2,1,1,1,Deliver_Data,0,0,0,0,1,1,0,0,0,0,0,0,3,16,0
train,kaminski-v_inbox_128,data/train/kaminski-v_inbox_128.json,2,2,0,2,2,Deliver_Data,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0
train,kaminski-v_inbox_183,data/train/kaminski-v_inbox_183.json,2,2,0,3,3,Deliver_Data;Request_Data,0,0,0,0,1,1,0,1,0,0,0,0,2,18,0
train,kaminski-v_inbox_204,data/train/kaminski-v_inbox_204.json,4,4,0,13,7,Deliver_Action_Data;Deliver_Data;Request_Action_Data;Request_Data,0,9,0,0,2,1,0,1,0,0,0,0,4,10,0
train,kaminski-v_inbox_229,data/train/kaminski-v_inbox_229.json,2,2,0,5,4,Amend_Data;Deliver_Data;Request_Action,1,0,1,0,2,1,0,2,0,1,0,0,2,4,0
train,kaminski-v_inbox_230,data/train/kaminski-v_inbox_230.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Action_Data;Request_Data,0,2,0,0,2,1,0,1,0,0,0,0,2,6,0
train,kaminski-v_inbox_233,data/train/kaminski-v_inbox_233.json,2,2,0,3,3,Amend_Data;Amend_Meeting_Data;Request_Action,1,0,2,1,2,1,0,0,0,2,0,0,2,4,0
train,kaminski-v_inbox_234,data/train/kaminski-v_inbox_234.json,4,3,1,9,6,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,1,4,0,1,2,1,0,0,0,0,1,2,4,11,0
train,kaminski-v_inbox_247,data/train/kaminski-v_inbox_247.json,4,4,0,12,9,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,4,4,0,1,2,0,1,1,0,0,0,1,4,13,0
train,kaminski-v_inbox_248,data/train/kaminski-v_inbox_248.json,3,3,0,10,6,Deliver_Action_Data;Deliver_Data;Request_Action,5,2,0,0,2,0,0,1,0,0,0,1,3,13,0
train,kaminski-v_inbox_264,data/train/kaminski-v_inbox_264.json,2,2,0,4,4,Amend_Data;Deliver_Action_Data;Deliver_Meeting_Data,0,2,1,0,0,0,0,0,0,2,0,0,2,6,0
train,kaminski-v_inbox_68,data/train/kaminski-v_inbox_68.json,3,2,1,2,2,Deliver_Action_Data;Request_Data,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0
train,kaminski-v_inbox_82,data/train/kaminski-v_inbox_82.json,2,2,0,7,3,Deliver_Action_Data;Deliver_Data,0,5,0,0,1,0,0,0,0,0,0,0,2,6,0
train,kaminski-v_inbox_83,data/train/kaminski-v_inbox_83.json,3,3,0,6,3,Deliver_Action_Data;Deliver_Data,0,4,0,0,1,0,0,0,0,0,0,1,3,7,0
train,kaminski-v_inbox_88,data/train/kaminski-v_inbox_88.json,3,3,0,4,4,Deliver_Action_Data;Request_Action,2,2,0,1,1,1,0,1,1,2,1,0,3,45,0
train,kaminski-v_inbox_97,data/train/kaminski-v_inbox_97.json,2,2,0,9,3,Deliver_Action_Data;Deliver_Data,0,8,0,0,1,1,0,2,0,0,0,0,2,7,0
train,keiser-k_inbox105,data/train/keiser-k_inbox105.json,2,2,0,10,4,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action,1,1,7,1,1,2,0,1,0,1,0,1,2,8,0
train,keiser-k_inbox128,data/train/keiser-k_inbox128.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Data,0,2,0,0,1,1,0,0,0,0,0,0,2,6,0
train,keiser-k_inbox13,data/train/keiser-k_inbox13.json,2,1,1,10,3,Deliver_Action_Data;Deliver_Data;Request_Action,4,5,0,0,1,1,1,1,0,1,0,0,2,11,0
train,keiser-k_inbox148,data/train/keiser-k_inbox148.json,4,4,0,9,6,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action,4,1,3,1,2,1,0,1,0,2,0,0,4,49,0
train,keiser-k_inbox159,data/train/keiser-k_inbox159.json,2,2,0,3,2,Request_Action;Request_Action_Data,2,0,0,0,1,1,1,0,0,0,0,0,2,27,0
train,keiser-k_inbox16,data/train/keiser-k_inbox16.json,4,4,0,5,5,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,4,2,1,1,0,1,1,0,4,14,0
train,keiser-k_inbox244,data/train/keiser-k_inbox244.json,4,4,0,10,7,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Data,0,6,1,0,2,0,0,0,0,1,0,0,4,12,0
train,keiser-k_inbox245,data/train/keiser-k_inbox245.json,4,4,0,12,9,Amend_Data;Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data;Request_Meeting,3,1,2,1,4,2,1,1,0,0,0,0,4,22,0
train,keiser-k_inbox296,data/train/keiser-k_inbox296.json,2,2,0,2,2,Deliver_Action_Data;Request_Action,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0
train,keiser-k_inbox307,data/train/keiser-k_inbox307.json,5,5,0,7,7,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Data,2,1,0,0,2,2,0,1,0,0,0,0,5,10,0
train,keiser-k_inbox358,data/train/keiser-k_inbox358.json,3,3,0,4,4,Deliver_Action_Data;Deliver_Data;Request_Data,0,1,0,0,1,1,1,1,0,2,0,0,3,6,0
train,keiser-k_inbox372,data/train/keiser-k_inbox372.json,2,2,0,2,2,Deliver_Data;Request_Data,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0
train,keiser-k_inbox41,data/train/keiser-k_inbox41.json,3,3,0,6,4,Deliver_Action_Data;Request_Action,3,3,0,0,2,1,0,0,0,1,0,1,3,7,0
train,keiser-k_inbox5,data/train/keiser-k_inbox5.json,2,2,0,6,4,Deliver_Action_Data;Deliver_Data;Request_Action,3,2,0,1,1,0,1,1,0,0,0,0,2,6,0
train,lavorato-j_inbox103,data/train/lavorato-j_inbox103.json,4,4,0,8,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting,1,4,0,0,1,1,0,0,0,0,0,0,4,8,0
train,lavorato-j_inbox111,data/train/lavorato-j_inbox111.json,3,3,0,5,2,Deliver_Action_Data,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0
train,lavorato-j_inbox114,data/train/lavorato-j_inbox114.json,3,2,1,2,2,Deliver_Data;Request_Action,1,0,0,0,1,0,0,1,1,1,0,0,3,6,0
train,lavorato-j_inbox122,data/train/lavorato-j_inbox122.json,2,2,0,1,1,Request_Meeting,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
train,lavorato-j_inbox15,data/train/lavorato-j_inbox15.json,2,2,0,15,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,5,9,0,0,0,1,0,0,0,1,0,2,2,6,0
train,lavorato-j_inbox192,data/train/lavorato-j_inbox192.json,3,3,0,8,6,Deliver_Action_Data;Deliver_Data;Request_Meeting,0,4,0,0,2,1,0,2,0,0,0,0,3,7,0
train,lavorato-j_inbox196,data/train/lavorato-j_inbox196.json,3,3,0,10,7,Deliver_Action_Data;Deliver_Data;Request_Data,0,5,0,0,2,1,3,1,0,0,0,0,3,9,0
train,lavorato-j_inbox203,data/train/lavorato-j_inbox203.json,6,5,1,6,5,Deliver_Action_Data;Request_Action;Request_Action_Data;Request_Data,2,2,0,0,2,0,1,0,0,0,1,0,6,14,0
train,lavorato-j_inbox205,data/train/lavorato-j_inbox205.json,2,1,1,1,1,Request_Data,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0
train,lavorato-j_inbox220,data/train/lavorato-j_inbox220.json,2,1,1,1,1,Deliver_Action_Data,0,1,0,0,0,0,0,0,0,1,0,0,2,6,0
train,lavorato-j_inbox221,data/train/lavorato-j_inbox221.json,2,1,1,4,3,Deliver_Action_Data;Request_Action_Data;Request_Meeting,0,2,0,0,1,0,0,0,0,0,0,0,2,6,0
train,lavorato-j_inbox222,data/train/lavorato-j_inbox222.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,0,0,1,0,0,0,0,0,2,6,0
train,lavorato-j_inbox229,data/train/lavorato-j_inbox229.json,2,2,0,1,1,Deliver_Data,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0
train,lavorato-j_inbox233,data/train/lavorato-j_inbox233.json,2,1,1,1,1,Deliver_Data,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0
train,lavorato-j_inbox235,data/train/lavorato-j_inbox235.json,2,1,1,1,1,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0
train,lavorato-j_inbox240,data/train/lavorato-j_inbox240.json,3,3,0,9,7,Deliver_Action_Data;Deliver_Data;Request_Action;Request_Action_Data,4,2,0,0,3,1,1,0,0,0,0,1,3,48,0
train,lavorato-j_inbox241,data/train/lavorato-j_inbox241.json,2,2,0,3,2,Deliver_Action_Data;Deliver_Data,0,2,0,0,0,0,1,0,0,0,0,0,2,3,0
train,lavorato-j_inbox244,data/train/lavorato-j_inbox244.json,2,2,0,4,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,2,0,1,1,0,0,0,0,0,0,0,2,4,0
train,lavorato-j_inbox250,data/train/lavorato-j_inbox250.json,2,2,0,3,2,Deliver_Data;Deliver_Meeting_Data,0,0,0,0,0,0,0,1,1,0,0,0,2,53,0
train,lavorato-j_inbox260,data/train/lavorato-j_inbox260.json,4,4,0,9,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,5,0,0,3,0,0,0,1,1,0,0,4,6,0
train,lavorato-j_inbox261,data/train/lavorato-j_inbox261.json,2,2,0,8,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,5,0,0,2,0,0,0,1,1,0,0,2,6,0
train,lavorato-j_inbox265,data/train/lavorato-j_inbox265.json,2,2,0,2,2,Deliver_Data,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0
train,lavorato-j_inbox291,data/train/lavorato-j_inbox291.json,3,3,0,4,4,Deliver_Action_Data;Deliver_Data;Request_Action_Data,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0
train,lavorato-j_inbox292,data/train/lavorato-j_inbox292.json,3,3,0,2,2,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
train,lavorato-j_inbox300,data/train/lavorato-j_inbox300.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data,0,1,0,0,1,1,0,1,0,0,0,0,2,9,0
train,lavorato-j_inbox306,data/train/lavorato-j_inbox306.json,3,3,0,8,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Action;Request_Data,1,3,0,1,2,0,0,1,0,0,0,0,3,6,0
train,lavorato-j_inbox343,data/train/lavorato-j_inbox343.json,6,6,0,8,6,Deliver_Action_Data;Deliver_Data;Request_Data,0,4,0,0,2,2,1,0,0,0,0,0,6,8,0
train,lavorato-j_inbox349,data/train/lavorato-j_inbox349.json,2,1,1,4,2,Deliver_Action_Data;Deliver_Data,0,3,0,0,0,1,1,0,0,0,0,0,2,6,0
train,lavorato-j_inbox354,data/train/lavorato-j_inbox354.json,2,2,0,1,1,Deliver_Data,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
train,lavorato-j_inbox356,data/train/lavorato-j_inbox356.json,2,2,0,2,2,Deliver_Action_Data;Deliver_Data,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0
train,lavorato-j_inbox88,data/train/lavorato-j_inbox88.json,2,2,0,11,4,Deliver_Action_Data;Request_Action,2,9,0,0,1,0,1,0,0,0,1,0,2,6,0
train,lavorato-j_inbox97,data/train/lavorato-j_inbox97.json,4,4,0,16,7,Deliver_Action_Data;Request_Action,4,12,0,0,1,1,1,1,0,0,1,0,4,11,0
train,lavorato-j_inbox99,data/train/lavorato-j_inbox99.json,2,2,0,13,5,Amend_Action_Data;Deliver_Action_Data;Deliver_Data;Request_Action,2,6,1,0,2,0,1,0,0,0,0,0,2,6,0
train,lay-k_inbox1118,data/train/lay-k_inbox1118.json,2,2,0,5,3,Deliver_Action_Data;Deliver_Data;Request_Meeting,0,2,0,0,0,0,1,0,0,1,0,0,2,8,0
train,lay-k_inbox1656,data/train/lay-k_inbox1656.json,2,2,0,7,3,Deliver_Action_Data;Deliver_Data;Request_Action,1,5,0,0,1,1,1,0,0,0,1,1,2,3,0
train,lay-k_inbox1699,data/train/lay-k_inbox1699.json,2,2,0,5,4,Deliver_Action_Data;Deliver_Data;Request_Action_Data,0,2,0,0,1,1,0,0,1,1,1,0,2,4,0
train,lay-k_inbox1742,data/train/lay-k_inbox1742.json,2,2,0,3,3,Amend_Meeting_Data;Deliver_Data;Deliver_Meeting_Data,0,0,1,0,2,0,1,0,0,0,2,0,2,111,0
train,lay-k_inbox1744,data/train/lay-k_inbox1744.json,2,2,0,11,6,Deliver_Action_Data;Request_Action;Request_Data,2,7,0,0,2,0,1,0,0,0,0,1,2,6,0
train,lay-k_inbox1814,data/train/lay-k_inbox1814.json,2,2,0,3,3,Deliver_Action_Data;Deliver_Data,0,1,0,0,0,0,0,2,0,0,0,0,2,17,0
train,lay-k_inbox1821,data/train/lay-k_inbox1821.json,2,2,0,8,2,Deliver_Action_Data;Deliver_Meeting_Data,0,7,0,0,1,1,1,0,0,1,0,1,2,4,0
train,lay-k_inbox1830,data/train/lay-k_inbox1830.json,2,2,0,9,3,Deliver_Action_Data;Deliver_Meeting_Data,0,8,0,0,1,1,0,0,0,1,0,1,2,4,0
train,lay-k_inbox269,data/train/lay-k_inbox269.json,2,2,0,11,4,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action,1,9,0,1,1,0,1,0,0,0,1,0,2,4,0
train,lay-k_inbox313,data/train/lay-k_inbox313.json,2,2,0,9,6,Deliver_Action_Data;Deliver_Data;Deliver_Meeting_Data;Request_Meeting_Data,0,4,0,0,2,0,0,1,0,0,0,1,2,15,0
train,lay-k_inbox454,data/train/lay-k_inbox454.json,3,3,0,8,5,Deliver_Action_Data;Request_Action;Request_Data;Request_Meeting,1,4,0,1,2,1,0,0,0,0,0,0,3,10,0
train,lay-k_inbox532,data/train/lay-k_inbox532.json,2,1,1,2,2,Deliver_Data;Request_Action,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
train,lay-k_inbox594,data/train/lay-k_inbox594.json,2,2,0,3,1,Deliver_Action_Data,0,3,0,0,0,0,0,0,0,0,0,0,2,28,0
train,lay-k_inbox644,data/train/lay-k_inbox644.json,3,2,1,5,5,Deliver_Action_Data;Deliver_Meeting_Data;Request_Action;Request_Meeting_Data,2,1,0,0,2,1,1,0,1,1,1,1,3,14,0
train,lay-k_inbox703,data/train/lay-k_inbox703.json,4,4,0,3,3,Deliver_Action_Data;Request_Action,2,1,0,1,1,0,0,0,0,0,0,0,4,5,0
